day,p2.5,p5,p25,p50,p75,p95,p97.5
753,0.205016,0.227015,0.302132,0.366312,0.433888,0.552219,0.602512
754,0.202939,0.227629,0.302696,0.366098,0.432795,0.549842,0.600193
755,0.203560,0.227144,0.301853,0.366061,0.433780,0.550998,0.600599
756,0.203902,0.225996,0.300963,0.366137,0.434481,0.547138,0.599464
757,0.203535,0.226231,0.300662,0.366726,0.434247,0.549117,0.596485
758,0.203127,0.226366,0.300917,0.366141,0.435147,0.545474,0.597859
759,0.201886,0.226353,0.300895,0.365724,0.433973,0.547297,0.600265
760,0.202170,0.225766,0.301278,0.365399,0.434466,0.547585,0.600258
761,0.203394,0.226401,0.301010,0.364532,0.435212,0.549111,0.603707
762,0.202614,0.225281,0.301291,0.365169,0.434464,0.548556,0.603863
763,0.201586,0.225295,0.300878,0.365695,0.433772,0.550009,0.604935
764,0.201818,0.224780,0.300403,0.364747,0.434245,0.549931,0.607439
765,0.202004,0.223937,0.300898,0.365759,0.434013,0.550536,0.606451
766,0.203134,0.224426,0.300923,0.364889,0.433725,0.551843,0.609610
767,0.203321,0.224178,0.300428,0.365662,0.433947,0.550023,0.612136
768,0.201932,0.224443,0.301480,0.365641,0.433816,0.549078,0.610567
769,0.200763,0.225030,0.300876,0.365887,0.434488,0.550151,0.609945
770,0.201288,0.225013,0.300706,0.365459,0.432533,0.551417,0.607296
771,0.201439,0.225226,0.300805,0.365245,0.433324,0.552914,0.606005
772,0.202423,0.225024,0.300416,0.365131,0.433373,0.551365,0.606940
773,0.201626,0.225216,0.300086,0.365050,0.432785,0.552199,0.605280
774,0.200681,0.224753,0.299307,0.365588,0.433114,0.553964,0.606390
775,0.201117,0.225725,0.299463,0.364712,0.433104,0.553940,0.605258
776,0.201254,0.225356,0.299411,0.364344,0.434299,0.553721,0.603875
777,0.200389,0.225834,0.298344,0.365149,0.434383,0.553915,0.602522
778,0.199924,0.223845,0.298496,0.364788,0.434131,0.552673,0.604410
779,0.200884,0.223067,0.298589,0.365837,0.434204,0.552507,0.602209
780,0.201341,0.224210,0.298366,0.365517,0.434441,0.551325,0.601698
781,0.199464,0.224865,0.298801,0.365476,0.433386,0.553688,0.603505
782,0.200116,0.223706,0.298827,0.365861,0.434710,0.552600,0.601082
783,0.199279,0.223895,0.298958,0.366206,0.434830,0.553774,0.602753
784,0.199432,0.224249,0.299369,0.365606,0.435302,0.554209,0.600950
785,0.199738,0.223379,0.299133,0.365351,0.435236,0.553934,0.604697
786,0.200074,0.223936,0.299323,0.365155,0.435206,0.552737,0.603704
787,0.199897,0.222642,0.299507,0.365567,0.435207,0.552632,0.602999
788,0.201293,0.222724,0.299117,0.364404,0.435389,0.552476,0.603777
789,0.200551,0.223333,0.298879,0.365072,0.435510,0.552786,0.603601
790,0.200111,0.222577,0.298949,0.364391,0.434724,0.552017,0.603813
791,0.201666,0.222922,0.299428,0.364344,0.435150,0.551984,0.603612
792,0.202287,0.222974,0.299373,0.364159,0.435047,0.553301,0.602322
793,0.201598,0.222105,0.299769,0.363345,0.434838,0.553786,0.604166
794,0.201920,0.222962,0.298743,0.363282,0.434456,0.552202,0.606465
795,0.201063,0.222406,0.298440,0.362993,0.434504,0.550224,0.606367
796,0.201685,0.221411,0.298645,0.363009,0.434917,0.551109,0.609974
797,0.200271,0.221555,0.298196,0.362247,0.434523,0.550673,0.612032
798,0.200297,0.220619,0.298288,0.363048,0.435926,0.550803,0.606876
799,0.200331,0.220747,0.297267,0.362422,0.435188,0.550119,0.603958
800,0.201271,0.219838,0.297802,0.362208,0.434365,0.550700,0.603685
801,0.201828,0.220605,0.297175,0.362349,0.434759,0.551563,0.605416
802,0.201851,0.220371,0.296687,0.362788,0.434347,0.550183,0.607869
803,0.202008,0.220345,0.297427,0.363159,0.434574,0.551250,0.607374
804,0.201094,0.221268,0.296991,0.363081,0.434228,0.550075,0.606963
805,0.201655,0.220866,0.297091,0.362507,0.434228,0.552002,0.608823
806,0.200733,0.221043,0.296073,0.362395,0.433798,0.552238,0.608213
807,0.200245,0.221714,0.296117,0.362124,0.434216,0.554365,0.609455
808,0.200372,0.221976,0.296658,0.362020,0.433868,0.556679,0.606530
809,0.199861,0.221086,0.296450,0.362523,0.434454,0.555359,0.608941
810,0.200428,0.221192,0.296445,0.361554,0.433646,0.555130,0.607339
811,0.198415,0.221351,0.296289,0.361234,0.433644,0.554696,0.609529
812,0.198577,0.220481,0.296327,0.361667,0.433166,0.554576,0.611001
813,0.200057,0.219768,0.296330,0.360963,0.433019,0.552864,0.609076
814,0.199930,0.220838,0.295758,0.360641,0.432987,0.552654,0.608507
815,0.199324,0.220817,0.295844,0.360499,0.433640,0.552447,0.608577
816,0.201321,0.220022,0.295205,0.360626,0.432507,0.554180,0.608986
817,0.201278,0.220547,0.295012,0.360682,0.431921,0.554638,0.608130
818,0.200669,0.220548,0.294531,0.360276,0.432640,0.553008,0.606151
819,0.198827,0.220767,0.295033,0.360533,0.432267,0.552849,0.607729
820,0.200283,0.220223,0.294804,0.361253,0.433256,0.551635,0.606004
821,0.199757,0.220037,0.294410,0.361171,0.433526,0.549176,0.604051
822,0.200258,0.219521,0.294827,0.360921,0.432846,0.551600,0.608654
823,0.200119,0.218979,0.294861,0.360786,0.433833,0.552969,0.606238
824,0.200168,0.218769,0.294133,0.360311,0.433010,0.554116,0.603690
825,0.201482,0.219258,0.293686,0.360105,0.432955,0.553869,0.606713
826,0.200226,0.219081,0.293543,0.360110,0.432532,0.553454,0.606830
827,0.199178,0.218862,0.294416,0.359850,0.433715,0.554323,0.607512
828,0.199171,0.218714,0.294490,0.361017,0.434525,0.555565,0.607908
829,0.196652,0.218311,0.293781,0.360777,0.434281,0.554956,0.609969
830,0.198464,0.217863,0.294022,0.359732,0.434125,0.556221,0.606452
831,0.199415,0.219030,0.294054,0.360014,0.433600,0.555550,0.608553
832,0.198859,0.218967,0.294012,0.360124,0.433827,0.552961,0.606187
833,0.197904,0.219654,0.293760,0.359211,0.433300,0.552423,0.612016
834,0.198745,0.219203,0.293159,0.359403,0.434507,0.554369,0.609582
835,0.198393,0.218929,0.293233,0.360126,0.434022,0.557075,0.604969
836,0.198548,0.218304,0.293224,0.360330,0.434202,0.557715,0.605645
837,0.198026,0.217006,0.292584,0.360856,0.434386,0.555864,0.605125
838,0.198707,0.216902,0.292316,0.360368,0.434896,0.557239,0.605316
839,0.197249,0.217507,0.291967,0.360352,0.433534,0.558973,0.602405
840,0.197574,0.217999,0.292074,0.361684,0.433503,0.558631,0.601142
841,0.198771,0.217446,0.292235,0.360611,0.432985,0.557938,0.601624
842,0.199335,0.218366,0.291587,0.361135,0.431639,0.557482,0.607246
843,0.198316,0.218051,0.291893,0.361148,0.432199,0.557336,0.608276
844,0.197377,0.218051,0.292932,0.360566,0.431951,0.559023,0.603884
845,0.197733,0.218875,0.292008,0.360712,0.432965,0.558158,0.604077
846,0.197460,0.217604,0.292717,0.360493,0.432780,0.556979,0.604025
847,0.196980,0.218170,0.292042,0.360893,0.431868,0.558256,0.606461
848,0.195871,0.216634,0.291847,0.361118,0.431612,0.557221,0.608425
849,0.195946,0.216691,0.291512,0.360504,0.431839,0.555996,0.609446
850,0.195337,0.216625,0.291531,0.361195,0.433196,0.556477,0.610627
851,0.196415,0.216891,0.290670,0.360230,0.433276,0.555970,0.610450
852,0.196180,0.217407,0.291662,0.360385,0.432279,0.555766,0.614903
853,0.196790,0.217302,0.291532,0.359994,0.432677,0.554626,0.609950
854,0.196620,0.217159,0.291745,0.359516,0.432310,0.551575,0.613953
855,0.197130,0.217437,0.291794,0.358680,0.431819,0.551345,0.607401
856,0.197292,0.217633,0.291599,0.358906,0.431299,0.551789,0.602513
857,0.196111,0.217735,0.290955,0.359173,0.430314,0.550531,0.607138
858,0.195269,0.216322,0.290229,0.359139,0.431603,0.552923,0.610954
859,0.195861,0.216787,0.290681,0.358797,0.433527,0.552119,0.612660
860,0.196398,0.217475,0.290850,0.358691,0.432480,0.551652,0.611743
861,0.196118,0.217091,0.291067,0.358965,0.432840,0.550482,0.608842
862,0.196957,0.216758,0.289525,0.358575,0.432120,0.553622,0.607682
863,0.197088,0.216522,0.289078,0.357551,0.432497,0.553928,0.607325
864,0.196353,0.215866,0.290128,0.358084,0.432598,0.552882,0.607716
865,0.197405,0.215960,0.290231,0.358341,0.432772,0.554642,0.607585
866,0.197627,0.216703,0.288937,0.357542,0.432774,0.553104,0.607371
867,0.195514,0.216692,0.290276,0.357410,0.433472,0.553044,0.604922
868,0.194292,0.216224,0.289574,0.357137,0.433690,0.554247,0.605455
869,0.194206,0.216099,0.289829,0.356906,0.432927,0.553264,0.605442
870,0.193867,0.215163,0.288648,0.357127,0.432389,0.552906,0.607337
871,0.194122,0.213769,0.288578,0.356825,0.430261,0.551280,0.607390
872,0.194350,0.214283,0.288905,0.356883,0.430449,0.551760,0.607372
873,0.194243,0.214284,0.288662,0.356259,0.431371,0.552505,0.607314
874,0.194821,0.213811,0.289245,0.357688,0.430929,0.550901,0.604669
875,0.195306,0.213600,0.288481,0.357889,0.431669,0.549044,0.603682
876,0.195252,0.212831,0.287929,0.357972,0.430934,0.550667,0.607300
877,0.195118,0.213062,0.287964,0.357228,0.430043,0.551124,0.605541
878,0.193958,0.213562,0.287979,0.356701,0.430218,0.552330,0.608600
879,0.192794,0.213254,0.288851,0.356067,0.430239,0.552723,0.606096
880,0.191598,0.214281,0.288502,0.356106,0.429853,0.554298,0.607417
881,0.192148,0.214075,0.288062,0.356296,0.430021,0.553148,0.607450
882,0.191363,0.214375,0.287311,0.356108,0.430576,0.553788,0.607340
883,0.191553,0.213178,0.287510,0.356048,0.430993,0.553388,0.605919
884,0.192790,0.212884,0.287006,0.355977,0.430461,0.552832,0.608966
885,0.192017,0.212928,0.286931,0.356004,0.430205,0.552048,0.608271
886,0.192068,0.212774,0.287766,0.355885,0.430305,0.552143,0.605264
887,0.192118,0.212296,0.287339,0.355307,0.430352,0.553549,0.603104
888,0.192133,0.212290,0.286812,0.355477,0.429688,0.554913,0.600018
889,0.191978,0.212543,0.286649,0.354836,0.430587,0.553839,0.603195
890,0.192139,0.212749,0.286394,0.354817,0.429965,0.555753,0.603313
891,0.191971,0.212295,0.286191,0.355239,0.430003,0.553879,0.601988
892,0.192344,0.212888,0.286584,0.354857,0.429938,0.551746,0.603244
893,0.191720,0.212434,0.285926,0.354640,0.428795,0.554469,0.599082
894,0.191924,0.212440,0.286576,0.354927,0.428688,0.554449,0.606027
895,0.192433,0.212738,0.286751,0.355320,0.429331,0.556869,0.601685
896,0.193099,0.212280,0.285850,0.355169,0.428953,0.553653,0.603057
897,0.192803,0.212062,0.286105,0.354705,0.427577,0.552228,0.602248
898,0.192427,0.212250,0.286851,0.354615,0.428836,0.552563,0.603599
899,0.193129,0.211434,0.286398,0.353568,0.427448,0.554046,0.604709
900,0.192741,0.211793,0.286290,0.353435,0.427168,0.555212,0.601462
901,0.192959,0.212109,0.286480,0.352801,0.427689,0.553520,0.604889
902,0.192378,0.212364,0.286279,0.352715,0.426895,0.557529,0.602252
903,0.193441,0.211779,0.285394,0.352745,0.425720,0.557295,0.603094
904,0.193047,0.210942,0.284745,0.352799,0.425131,0.558305,0.598967
905,0.193379,0.210403,0.284750,0.351941,0.425195,0.558115,0.600884
906,0.192449,0.210268,0.284851,0.352279,0.425276,0.556121,0.601946
907,0.191137,0.210718,0.285275,0.351999,0.426373,0.558159,0.602512
908,0.191951,0.210090,0.284926,0.351883,0.425536,0.558024,0.603067
909,0.191245,0.210282,0.284726,0.351977,0.425767,0.558853,0.604130
910,0.192506,0.210297,0.283982,0.352318,0.426142,0.555227,0.603407
911,0.191442,0.211252,0.283730,0.351199,0.426342,0.555106,0.602231
912,0.192075,0.210786,0.283752,0.351461,0.425856,0.555436,0.601440
913,0.192124,0.211666,0.283829,0.351675,0.425772,0.556048,0.597809
914,0.192674,0.211216,0.284091,0.351211,0.426684,0.556715,0.601755
915,0.193393,0.211551,0.283549,0.351150,0.427132,0.558101,0.602465
916,0.192977,0.210349,0.283758,0.350664,0.427642,0.554845,0.598417
917,0.193632,0.210372,0.283656,0.350560,0.427700,0.556805,0.599616
918,0.194266,0.210700,0.283304,0.349748,0.427098,0.555830,0.599100
919,0.191859,0.210378,0.283093,0.350029,0.427600,0.556896,0.599471
920,0.192155,0.210243,0.282786,0.350448,0.426976,0.556800,0.598992
921,0.191914,0.210199,0.282851,0.350361,0.426443,0.556543,0.601286
922,0.192999,0.210265,0.283268,0.350519,0.426633,0.556124,0.599432
923,0.191537,0.209378,0.282962,0.349900,0.427230,0.555252,0.599433
924,0.191618,0.209564,0.283064,0.350150,0.427359,0.554880,0.597606
925,0.190820,0.209605,0.282648,0.350333,0.427816,0.556921,0.602316
926,0.189726,0.210422,0.282377,0.350433,0.427874,0.555137,0.602035
927,0.190377,0.209687,0.281819,0.349734,0.428687,0.555274,0.602705
928,0.190743,0.210600,0.281807,0.350316,0.427966,0.556080,0.604828
929,0.190962,0.210354,0.280520,0.349896,0.428058,0.555195,0.607078
930,0.192520,0.209757,0.280552,0.349835,0.428541,0.553589,0.609665
931,0.193071,0.209396,0.280139,0.350233,0.427673,0.554536,0.600570
932,0.192148,0.209732,0.280000,0.350431,0.428511,0.554888,0.603389
933,0.192339,0.209419,0.279444,0.350392,0.428245,0.552064,0.605244
934,0.192424,0.209130,0.280693,0.350263,0.427749,0.551896,0.605959
935,0.191419,0.208965,0.280214,0.350510,0.427536,0.553683,0.606598
936,0.192936,0.209162,0.280111,0.350552,0.427661,0.552767,0.605180
937,0.192875,0.208873,0.280169,0.350039,0.427542,0.553525,0.606457
938,0.192862,0.209038,0.279497,0.349933,0.428483,0.554225,0.607810
939,0.193095,0.209432,0.280059,0.350254,0.427978,0.553896,0.606833
940,0.192495,0.209247,0.279655,0.350765,0.428563,0.552850,0.607785
941,0.191107,0.209016,0.279337,0.350072,0.427885,0.551791,0.604963
942,0.191697,0.209371,0.279196,0.349332,0.427890,0.550102,0.599830
943,0.190078,0.209018,0.279059,0.348884,0.427495,0.550389,0.604114
944,0.190592,0.209137,0.279140,0.348534,0.427323,0.550552,0.602866
945,0.190648,0.209191,0.278936,0.348623,0.427134,0.549393,0.604829
946,0.191330,0.209825,0.278410,0.348217,0.426490,0.552184,0.603708
947,0.191694,0.209887,0.277804,0.348068,0.426782,0.551116,0.601481
948,0.192177,0.209558,0.277884,0.348184,0.427118,0.551464,0.601206
949,0.191989,0.209196,0.277366,0.348354,0.426549,0.549970,0.598221
950,0.191419,0.208601,0.277081,0.348476,0.426954,0.549941,0.597409
951,0.190534,0.208656,0.276592,0.348746,0.426542,0.550406,0.598164
952,0.191396,0.208607,0.277096,0.348969,0.426002,0.550879,0.599309
953,0.191121,0.209186,0.276470,0.348855,0.426145,0.551509,0.599065
954,0.191617,0.208116,0.275606,0.347906,0.426359,0.552059,0.600801
955,0.190674,0.208120,0.276334,0.347458,0.426432,0.551796,0.601877
956,0.191941,0.207712,0.276466,0.347009,0.425299,0.551189,0.602450
957,0.190473,0.208707,0.276450,0.347494,0.425247,0.552290,0.599788
958,0.190007,0.208379,0.276671,0.347301,0.425721,0.550348,0.600589
959,0.189789,0.206428,0.276785,0.347180,0.425937,0.551477,0.595505
960,0.188133,0.206508,0.276504,0.347075,0.424879,0.547618,0.594893
961,0.188299,0.206413,0.276805,0.345864,0.424941,0.551979,0.594323
962,0.187947,0.207142,0.275770,0.345467,0.424289,0.551533,0.594975
963,0.187797,0.205580,0.276280,0.344824,0.425618,0.552608,0.593537
964,0.188619,0.204985,0.276109,0.345089,0.426133,0.553463,0.593185
965,0.188748,0.205643,0.276820,0.343965,0.424442,0.550817,0.595082
966,0.188495,0.205573,0.276517,0.343963,0.424978,0.551185,0.597517
967,0.187580,0.205992,0.276669,0.343600,0.424182,0.550473,0.600496
968,0.188163,0.205867,0.276465,0.343360,0.423880,0.551148,0.604761
969,0.189370,0.206502,0.276696,0.343931,0.423913,0.551815,0.604513
970,0.189107,0.206292,0.276094,0.343651,0.424027,0.551230,0.600664
971,0.189223,0.207557,0.276176,0.344133,0.423853,0.554164,0.599552
972,0.188602,0.207225,0.276066,0.344559,0.424043,0.555301,0.598685
973,0.188619,0.207201,0.275381,0.344384,0.423223,0.554757,0.603380
974,0.188040,0.207192,0.275498,0.344250,0.422724,0.551207,0.602594
975,0.188395,0.207304,0.275148,0.344126,0.423666,0.552220,0.602595
976,0.188561,0.206760,0.275717,0.344063,0.422654,0.553048,0.600341
977,0.187967,0.208158,0.275451,0.344202,0.423396,0.552350,0.598006
978,0.187426,0.207918,0.275311,0.344015,0.423869,0.551368,0.600002
979,0.188719,0.207619,0.274742,0.344187,0.423862,0.548167,0.597119
980,0.189554,0.207541,0.275564,0.343544,0.423500,0.549241,0.598015
981,0.189429,0.207851,0.275446,0.344359,0.423720,0.550257,0.598739
982,0.187544,0.208329,0.275668,0.343822,0.423908,0.551215,0.599341
983,0.187026,0.208725,0.275948,0.343682,0.423940,0.551047,0.599486
984,0.187210,0.208635,0.275761,0.342920,0.424697,0.550813,0.596824
985,0.187614,0.207584,0.275595,0.343256,0.424361,0.550454,0.598596
986,0.187369,0.206448,0.276354,0.343877,0.423731,0.548721,0.598687
987,0.187247,0.206727,0.275422,0.344011,0.422430,0.548972,0.603082
988,0.186870,0.207621,0.275790,0.343406,0.422705,0.548940,0.604029
989,0.187038,0.207102,0.275995,0.343558,0.422881,0.550601,0.610347
990,0.186740,0.206113,0.275555,0.342443,0.423354,0.552400,0.607032
991,0.186655,0.205564,0.275668,0.342483,0.423600,0.552879,0.605893
992,0.186729,0.205863,0.275830,0.342348,0.423103,0.552422,0.606862
993,0.186509,0.205797,0.275254,0.342471,0.423671,0.553325,0.605618
994,0.187418,0.206296,0.275662,0.342584,0.422697,0.550825,0.606028
995,0.186819,0.206245,0.275265,0.342053,0.421616,0.552759,0.601579
996,0.186266,0.205208,0.275462,0.342144,0.422743,0.551881,0.602533
997,0.185431,0.206057,0.274920,0.341800,0.421377,0.551556,0.606228
998,0.186060,0.206129,0.275534,0.342099,0.422325,0.552512,0.599252
999,0.186179,0.207024,0.275583,0.341270,0.421482,0.553376,0.600576
1000,0.186301,0.206830,0.275260,0.342304,0.422594,0.553930,0.602861
1001,0.186397,0.206846,0.275510,0.342096,0.422508,0.552838,0.603354
1002,0.186356,0.207169,0.274730,0.342320,0.423026,0.554642,0.604240
1003,0.185988,0.206442,0.274421,0.342819,0.422481,0.553042,0.605240
1004,0.185321,0.206267,0.274050,0.342205,0.423183,0.552320,0.603580
1005,0.185484,0.205837,0.274438,0.342139,0.423117,0.552288,0.602124
1006,0.185781,0.205586,0.273943,0.342112,0.423127,0.553465,0.606976
1007,0.185456,0.204866,0.273991,0.341212,0.424042,0.552690,0.605189
1008,0.185495,0.204969,0.273194,0.342341,0.423956,0.551614,0.606578
1009,0.183626,0.205266,0.273328,0.341716,0.423497,0.551616,0.606595
1010,0.183006,0.205645,0.272386,0.341355,0.423204,0.550721,0.606471
1011,0.183477,0.205065,0.272321,0.341266,0.422677,0.547880,0.607958
1012,0.183922,0.205051,0.272494,0.340444,0.421637,0.549925,0.608433
1013,0.184129,0.205333,0.273113,0.340946,0.421971,0.549073,0.606797
1014,0.183413,0.204817,0.272440,0.340660,0.422005,0.548888,0.606432
1015,0.182892,0.204808,0.271800,0.340435,0.422273,0.549539,0.605531
1016,0.183228,0.204896,0.271753,0.340696,0.421778,0.549392,0.610030
1017,0.183188,0.205109,0.271547,0.340516,0.421781,0.550850,0.604332
1018,0.184430,0.205639,0.271771,0.339660,0.422324,0.550805,0.607380
1019,0.184038,0.205254,0.270936,0.340457,0.421474,0.549495,0.608429
1020,0.183814,0.204507,0.271356,0.340725,0.421751,0.549955,0.611837
1021,0.183069,0.205718,0.270829,0.341548,0.421782,0.549499,0.614011
1022,0.184387,0.204031,0.270500,0.340502,0.421209,0.549207,0.612796
1023,0.183061,0.204444,0.270398,0.340312,0.420401,0.547918,0.613263
1024,0.181973,0.204652,0.270126,0.339582,0.421359,0.549201,0.615968
1025,0.182964,0.204419,0.269607,0.339044,0.421648,0.548068,0.615228
1026,0.182095,0.204026,0.270152,0.339201,0.421326,0.550739,0.612847
1027,0.182411,0.204241,0.270172,0.338744,0.421325,0.550798,0.618575
1028,0.182623,0.204459,0.269939,0.337447,0.421472,0.552250,0.613797
1029,0.182588,0.204550,0.269797,0.338339,0.420411,0.553714,0.614799
1030,0.181861,0.204383,0.269972,0.338609,0.420901,0.551004,0.610373
1031,0.181541,0.204700,0.270662,0.338943,0.421268,0.551327,0.610539
1032,0.181559,0.204580,0.270091,0.337879,0.421121,0.551599,0.610803
1033,0.182216,0.204589,0.270073,0.339130,0.420724,0.551669,0.608790
1034,0.182614,0.204612,0.270641,0.339908,0.421995,0.552510,0.609028
1035,0.181644,0.203705,0.270837,0.339117,0.422548,0.551443,0.608185
1036,0.181942,0.203692,0.270393,0.339629,0.421854,0.549368,0.610338
1037,0.182450,0.203692,0.270880,0.339660,0.422838,0.548885,0.613926
1038,0.182456,0.203686,0.270173,0.339447,0.424153,0.551653,0.614099
1039,0.181961,0.203838,0.269702,0.338635,0.422633,0.550694,0.619416
1040,0.181914,0.203508,0.269690,0.338809,0.422457,0.550886,0.618494
1041,0.182222,0.203016,0.269502,0.339196,0.421052,0.548148,0.620706
1042,0.181721,0.203058,0.269259,0.338379,0.421660,0.549031,0.617669
1043,0.181954,0.202599,0.270237,0.339232,0.421493,0.548497,0.618306
1044,0.182129,0.202580,0.269685,0.339351,0.421139,0.549565,0.617066
1045,0.183673,0.201241,0.269364,0.339483,0.420744,0.549770,0.619488
1046,0.183473,0.201569,0.270536,0.338389,0.420641,0.551045,0.617729
1047,0.183766,0.201368,0.269970,0.339501,0.420698,0.551451,0.618924
1048,0.183965,0.201731,0.270019,0.339086,0.421313,0.550480,0.620987
1049,0.181522,0.199928,0.269875,0.338224,0.420463,0.553160,0.619830
1050,0.181108,0.199807,0.269971,0.337938,0.420633,0.552048,0.617733
1051,0.182230,0.199671,0.269309,0.337811,0.421703,0.551173,0.616462
1052,0.182192,0.199162,0.269158,0.338122,0.421177,0.551119,0.617157
1053,0.181658,0.199648,0.269127,0.338416,0.420779,0.553765,0.617342
1054,0.180769,0.199364,0.268758,0.338490,0.421230,0.554042,0.614955
1055,0.180390,0.199149,0.268298,0.338885,0.421738,0.555012,0.620648
1056,0.179747,0.200193,0.268726,0.338231,0.421392,0.553347,0.616857
1057,0.180506,0.200946,0.268803,0.338400,0.421459,0.553553,0.614449
1058,0.179362,0.200966,0.268444,0.338197,0.421646,0.554688,0.614028
1059,0.180885,0.200625,0.268219,0.338580,0.422646,0.554525,0.614312
1060,0.180832,0.201294,0.268031,0.338194,0.421398,0.554028,0.614304
1061,0.180351,0.202139,0.267103,0.338224,0.421542,0.552627,0.615785
1062,0.179899,0.201456,0.267375,0.338263,0.421841,0.556697,0.617817
1063,0.179971,0.200869,0.267944,0.338146,0.421037,0.553827,0.619818
1064,0.179520,0.199785,0.268852,0.337732,0.421269,0.553639,0.618007
1065,0.179141,0.199702,0.268397,0.337437,0.421545,0.557544,0.617685
1066,0.178511,0.199861,0.268372,0.337122,0.420776,0.556939,0.616430
1067,0.179081,0.200537,0.268894,0.336681,0.421320,0.554497,0.619056
1068,0.179664,0.200932,0.269106,0.337049,0.421793,0.554720,0.616991
1069,0.179738,0.199755,0.269105,0.335950,0.421308,0.556589,0.617756
1070,0.179211,0.198975,0.267955,0.336208,0.421822,0.557970,0.615835
1071,0.179488,0.199786,0.267374,0.336433,0.420851,0.558465,0.616410
1072,0.179373,0.200346,0.267430,0.336234,0.420557,0.558958,0.615125
1073,0.178411,0.200191,0.266836,0.336363,0.420379,0.558910,0.615221
1074,0.178335,0.200237,0.267019,0.336487,0.420883,0.559377,0.616252
1075,0.178445,0.199562,0.266537,0.336063,0.420215,0.558538,0.616571
1076,0.178099,0.199116,0.267308,0.336013,0.419530,0.558855,0.615394
1077,0.178075,0.199290,0.267197,0.335857,0.420407,0.558971,0.612543
1078,0.178106,0.198722,0.268390,0.336149,0.421252,0.557651,0.617324
1079,0.177032,0.197977,0.267512,0.336214,0.421888,0.555341,0.616566
1080,0.177555,0.198910,0.267371,0.336583,0.421193,0.557470,0.617797
1081,0.177275,0.198413,0.267597,0.336847,0.421036,0.556360,0.617864
1082,0.177966,0.197507,0.267530,0.336352,0.422204,0.557196,0.619245
1083,0.178485,0.198479,0.267530,0.336066,0.421845,0.556449,0.619522
1084,0.178505,0.197830,0.267593,0.335805,0.421209,0.557877,0.617835
1085,0.178843,0.198029,0.268013,0.336144,0.421193,0.558738,0.614350
1086,0.178800,0.199051,0.267686,0.335922,0.421522,0.558034,0.617234
1087,0.178534,0.198819,0.268033,0.335920,0.421056,0.559432,0.618648
1088,0.179505,0.198990,0.267578,0.335871,0.420713,0.560355,0.616737
1089,0.178934,0.198335,0.267540,0.336711,0.421608,0.561791,0.611997
1090,0.180558,0.198085,0.267221,0.336204,0.420875,0.560527,0.612383
1091,0.180206,0.197929,0.267157,0.336021,0.421457,0.560335,0.612385
1092,0.179843,0.197551,0.266857,0.335562,0.420291,0.558928,0.614805
1093,0.178563,0.197910,0.266798,0.335984,0.420006,0.556054,0.612740
1094,0.179695,0.197289,0.266528,0.336226,0.420353,0.557404,0.618440
1095,0.178455,0.197339,0.266564,0.336025,0.420569,0.556947,0.612796
1096,0.179185,0.196398,0.265978,0.335855,0.420449,0.559585,0.613244
1097,0.178808,0.196670,0.265540,0.335969,0.420061,0.559388,0.612249
1098,0.178928,0.197182,0.265468,0.335903,0.420717,0.558082,0.612040
1099,0.179032,0.196207,0.265736,0.335759,0.420001,0.556274,0.615634
1100,0.178395,0.196644,0.265730,0.334585,0.419605,0.556900,0.615074
1101,0.178712,0.196112,0.265695,0.333806,0.419797,0.557527,0.612754
1102,0.179162,0.196935,0.266131,0.333549,0.420272,0.560208,0.613262
1103,0.178696,0.194710,0.266105,0.333985,0.419395,0.562165,0.611681
1104,0.177762,0.195655,0.266521,0.334074,0.420457,0.561052,0.611645
1105,0.177872,0.197414,0.265306,0.333555,0.420786,0.561308,0.611168
1106,0.178084,0.197042,0.265494,0.333835,0.420449,0.563008,0.608574
1107,0.177870,0.196846,0.265471,0.333171,0.420190,0.562825,0.608221
1108,0.177696,0.196852,0.265348,0.333664,0.419010,0.560408,0.610379
1109,0.177680,0.197742,0.264784,0.332634,0.419330,0.559376,0.609174
1110,0.178341,0.197085,0.264904,0.332282,0.418290,0.559501,0.611680
1111,0.177339,0.196881,0.265210,0.333744,0.418380,0.559481,0.612722
1112,0.175332,0.196947,0.265463,0.333487,0.417314,0.558279,0.611646
1113,0.175927,0.196197,0.265966,0.332326,0.418394,0.557998,0.612383
1114,0.176216,0.196229,0.265211,0.332606,0.418637,0.561194,0.613546
1115,0.176884,0.195851,0.264898,0.332239,0.419038,0.562639,0.613190
1116,0.177194,0.195214,0.264880,0.331719,0.418321,0.562265,0.607639
1117,0.175932,0.195735,0.264239,0.331544,0.417460,0.561399,0.608236
1118,0.178556,0.195592,0.264375,0.331140,0.417841,0.563596,0.610285
1119,0.178078,0.195355,0.263792,0.331239,0.416829,0.559517,0.608119
1120,0.178064,0.196006,0.264144,0.330911,0.416480,0.562100,0.610107
1121,0.177691,0.195800,0.264590,0.331497,0.416883,0.560884,0.610007
1122,0.177189,0.195820,0.264667,0.331674,0.418201,0.560195,0.609441
1123,0.177620,0.196293,0.264220,0.331259,0.418861,0.562207,0.612580
1124,0.176800,0.196112,0.264355,0.331269,0.418827,0.561127,0.611573
1125,0.176274,0.195844,0.264474,0.331312,0.418118,0.560921,0.614814
1126,0.176368,0.195541,0.263955,0.330338,0.419048,0.561356,0.616537
